id=00001; nom=Casque audio; categorie=Accessoires; prix=299 DH; stock=83; fournisseur=CasaDigital; ville_stock=Kenitra
id=02155; nom=Disque SSD 1To; categorie=Stockage; prix=1125 DH; stock=312; fournisseur=CasaDigital; ville_stock=Marrakech
id=02156; nom=Imprimante laser; categorie=Bureautique; prix=2838 DH; stock=54; fournisseur=RabatIT; ville_stock=Tetouan
id=02157; nom=Souris sans fil; categorie=Accessoires; prix=107 DH; stock=284; fournisseur=TechMaroc; ville_stock=Casablanca
id=02158; nom=Ordinateur portable; categorie=Informatique; prix=7519 DH; stock=49; fournisseur=MaghrebTech; ville_stock=Beni Mellal
id=02159; nom=Ecran 24 pouces; categorie=Informatique; prix=1569 DH; stock=470; fournisseur=CasaDigital; ville_stock=Agadir
id=02160; nom=Projecteur; categorie=Bureautique; prix=4476 DH; stock=21; fournisseur=CasaDigital; ville_stock=Fes
id=02161; nom=Ecran 24 pouces; categorie=Informatique; prix=2097 DH; stock=473; fournisseur=RabatIT; ville_stock=Agadir
id=02162; nom=Casque audio; categorie=Accessoires; prix=377 DH; stock=57; fournisseur=CasaDigital; ville_stock=Tanger
id=02163; nom=Scanner; categorie=Bureautique; prix=1287 DH; stock=301; fournisseur=TechMaroc; ville_stock=Casablanca
id=02164; nom=Webcam HD; categorie=Accessoires; prix=345 DH; stock=280; fournisseur=TechMaroc; ville_stock=Safi
id=02165; nom=Routeur WiFi; categorie=Reseau; prix=776 DH; stock=422; fournisseur=RabatIT; ville_stock=Laayoune
id=02166; nom=Clavier mecanique; categorie=Accessoires; prix=536 DH; stock=265; fournisseur=TechMaroc; ville_stock=Safi
id=02167; nom=Routeur WiFi; categorie=Reseau; prix=836 DH; stock=228; fournisseur=AtlasCom; ville_stock=Tanger
id=02168; nom=Switch 24 ports; categorie=Reseau; prix=2314 DH; stock=340; fournisseur=TechMaroc; ville_stock=Laayoune
id=02169; nom=Scanner; categorie=Bureautique; prix=1443 DH; stock=362; fournisseur=RabatIT; ville_stock=Errachidia
id=02170; nom=Casque audio; categorie=Accessoires; prix=393 DH; stock=116; fournisseur=AtlasCom; ville_stock=Mohammedia
id=02171; nom=Scanner; categorie=Bureautique; prix=1066 DH; stock=448; fournisseur=CasaDigital; ville_stock=Nador
id=02172; nom=Projecteur; categorie=Bureautique; prix=4443 DH; stock=121; fournisseur=RabatIT; ville_stock=Safi
id=02173; nom=Clavier mecanique; categorie=Accessoires; prix=447 DH; stock=424; fournisseur=CasaDigital; ville_stock=Fes
id=02174; nom=Casque audio; categorie=Accessoires; prix=396 DH; stock=254; fournisseur=CasaDigital; ville_stock=Oujda
id=02175; nom=Webcam HD; categorie=Accessoires; prix=520 DH; stock=443; fournisseur=AtlasCom; ville_stock=Fes
id=02176; nom=Ordinateur portable; categorie=Informatique; prix=7167 DH; stock=125; fournisseur=TechMaroc; ville_stock=Rabat
id=02177; nom=Disque SSD 1To; categorie=Stockage; prix=1096 DH; stock=490; fournisseur=MaghrebTech; ville_stock=Casablanca
id=02178; nom=Tablette graphique; categorie=Informatique; prix=1795 DH; stock=356; fournisseur=TechMaroc; ville_stock=Rabat
id=02179; nom=Ecran 24 pouces; categorie=Informatique; prix=1506 DH; stock=194; fournisseur=NordInfo; ville_stock=Safi
id=02180; nom=Clavier mecanique; categorie=Accessoires; prix=378 DH; stock=58; fournisseur=TechMaroc; ville_stock=Agadir
id=02181; nom=Tablette graphique; categorie=Informatique; prix=1284 DH; stock=378; fournisseur=CasaDigital; ville_stock=Laayoune
id=02182; nom=Webcam HD; categorie=Accessoires; prix=417 DH; stock=476; fournisseur=RabatIT; ville_stock=Laayoune
id=02183; nom=Serveur NAS; categorie=Stockage; prix=5169 DH; stock=126; fournisseur=CasaDigital; ville_stock=Mohammedia
id=02184; nom=Routeur WiFi; categorie=Reseau; prix=680 DH; stock=276; fournisseur=CasaDigital; ville_stock=Nador
id=02185; nom=Clavier mecanique; categorie=Accessoires; prix=407 DH; stock=53; fournisseur=TechMaroc; ville_stock=Safi
id=02186; nom=Casque audio; categorie=Accessoires; prix=428 DH; stock=225; fournisseur=NordInfo; ville_stock=Rabat
id=02187; nom=Souris sans fil; categorie=Accessoires; prix=105 DH; stock=364; fournisseur=RabatIT; ville_stock=Fes
id=02188; nom=Routeur WiFi; categorie=Reseau; prix=734 DH; stock=385; fournisseur=TechMaroc; ville_stock=Settat
id=02189; nom=Disque SSD 1To; categorie=Stockage; prix=984 DH; stock=207; fournisseur=MaghrebTech; ville_stock=Marrakech
id=02190; nom=Webcam HD; categorie=Accessoires; prix=346 DH; stock=12; fournisseur=NordInfo; ville_stock=Oujda
id=02191; nom=Casque audio; categorie=Accessoires; prix=431 DH; stock=467; fournisseur=CasaDigital; ville_stock=Rabat
id=02192; nom=Tablette graphique; categorie=Informatique; prix=1929 DH; stock=80; fournisseur=TechMaroc; ville_stock=Agadir
id=02193; nom=Casque audio; categorie=Accessoires; prix=299 DH; stock=215; fournisseur=TechMaroc; ville_stock=Safi
id=02194; nom=Serveur NAS; categorie=Stockage; prix=6135 DH; stock=494; fournisseur=TechMaroc; ville_stock=Beni Mellal
id=02195; nom=Tablette graphique; categorie=Informatique; prix=1434 DH; stock=215; fournisseur=RabatIT; ville_stock=Beni Mellal
id=02196; nom=Ecran 24 pouces; categorie=Informatique; prix=1895 DH; stock=128; fournisseur=TechMaroc; ville_stock=Laayoune
id=02197; nom=Routeur WiFi; categorie=Reseau; prix=621 DH; stock=421; fournisseur=NordInfo; ville_stock=Oujda
id=02198; nom=Scanner; categorie=Bureautique; prix=1151 DH; stock=371; fournisseur=RabatIT; ville_stock=Agadir
id=02199; nom=Ecran 24 pouces; categorie=Informatique; prix=1861 DH; stock=205; fournisseur=RabatIT; ville_stock=Agadir
id=02200; nom=Scanner; categorie=Bureautique; prix=1229 DH; stock=360; fournisseur=AtlasCom; ville_stock=Beni Mellal
id=02201; nom=Serveur NAS; categorie=Stockage; prix=6340 DH; stock=497; fournisseur=NordInfo; ville_stock=Tetouan
id=02202; nom=Onduleur; categorie=Bureautique; prix=1205 DH; stock=38; fournisseur=CasaDigital; ville_stock=Mohammedia
id=02203; nom=Routeur WiFi; categorie=Reseau; prix=686 DH; stock=25; fournisseur=MaghrebTech; ville_stock=Oujda
id=02204; nom=Onduleur; categorie=Bureautique; prix=1656 DH; stock=204; fournisseur=MaghrebTech; ville_stock=Agadir
id=02205; nom=Onduleur; categorie=Bureautique; prix=1317 DH; stock=451; fournisseur=NordInfo; ville_stock=Mohammedia
id=02206; nom=Ordinateur portable; categorie=Informatique; prix=6872 DH; stock=397; fournisseur=MaghrebTech; ville_stock=Tetouan
id=02207; nom=Ordinateur portable; categorie=Informatique; prix=10498 DH; stock=18; fournisseur=NordInfo; ville_stock=Taza
id=02208; nom=Scanner; categorie=Bureautique; prix=1287 DH; stock=314; fournisseur=TechMaroc; ville_stock=Settat
id=02209; nom=Ordinateur portable; categorie=Informatique; prix=9221 DH; stock=193; fournisseur=RabatIT; ville_stock=Taza
id=02210; nom=Onduleur; categorie=Bureautique; prix=1197 DH; stock=72; fournisseur=CasaDigital; ville_stock=Tetouan
id=02211; nom=Webcam HD; categorie=Accessoires; prix=504 DH; stock=363; fournisseur=RabatIT; ville_stock=Fes
id=02212; nom=Disque SSD 1To; categorie=Stockage; prix=1120 DH; stock=185; fournisseur=TechMaroc; ville_stock=Agadir
id=02213; nom=Webcam HD; categorie=Accessoires; prix=429 DH; stock=280; fournisseur=TechMaroc; ville_stock=Beni Mellal
id=02214; nom=Serveur NAS; categorie=Stockage; prix=5619 DH; stock=256; fournisseur=AtlasCom; ville_stock=Agadir
id=02215; nom=Switch 24 ports; categorie=Reseau; prix=2014 DH; stock=229; fournisseur=MaghrebTech; ville_stock=Tanger
id=02216; nom=Casque audio; categorie=Accessoires; prix=328 DH; stock=6; fournisseur=AtlasCom; ville_stock=El Jadida
id=02217; nom=Ecran 24 pouces; categorie=Informatique; prix=2099 DH; stock=298; fournisseur=RabatIT; ville_stock=Fes
id=02218; nom=Clavier mecanique; categorie=Accessoires; prix=497 DH; stock=26; fournisseur=MaghrebTech; ville_stock=Dakhla
id=02219; nom=Webcam HD; categorie=Accessoires; prix=376 DH; stock=436; fournisseur=NordInfo; ville_stock=Oujda
id=02220; nom=Onduleur; categorie=Bureautique; prix=1686 DH; stock=350; fournisseur=TechMaroc; ville_stock=Rabat
id=02221; nom=Projecteur; categorie=Bureautique; prix=4506 DH; stock=228; fournisseur=NordInfo; ville_stock=Dakhla
id=02222; nom=Serveur NAS; categorie=Stockage; prix=5087 DH; stock=321; fournisseur=RabatIT; ville_stock=Tetouan
id=02223; nom=Projecteur; categorie=Bureautique; prix=5847 DH; stock=50; fournisseur=AtlasCom; ville_stock=Settat
id=02224; nom=Serveur NAS; categorie=Stockage; prix=5368 DH; stock=399; fournisseur=MaghrebTech; ville_stock=Tanger
id=02225; nom=Clavier mecanique; categorie=Accessoires; prix=424 DH; stock=390; fournisseur=CasaDigital; ville_stock=Errachidia
id=02226; nom=Ordinateur portable; categorie=Informatique; prix=9523 DH; stock=125; fournisseur=AtlasCom; ville_stock=Settat
id=02227; nom=Switch 24 ports; categorie=Reseau; prix=2583 DH; stock=238; fournisseur=RabatIT; ville_stock=Marrakech
id=02228; nom=Disque SSD 1To; categorie=Stockage; prix=1024 DH; stock=260; fournisseur=MaghrebTech; ville_stock=Fes
id=02229; nom=Ordinateur portable; categorie=Informatique; prix=7688 DH; stock=182; fournisseur=NordInfo; ville_stock=Marrakech
id=02230; nom=Projecteur; categorie=Bureautique; prix=5529 DH; stock=267; fournisseur=TechMaroc; ville_stock=Errachidia
id=02231; nom=Ecran 24 pouces; categorie=Informatique; prix=1793 DH; stock=300; fournisseur=RabatIT; ville_stock=Oujda
id=02232; nom=Ecran 24 pouces; categorie=Informatique; prix=1812 DH; stock=481; fournisseur=NordInfo; ville_stock=Dakhla
id=02233; nom=Souris sans fil; categorie=Accessoires; prix=145 DH; stock=79; fournisseur=RabatIT; ville_stock=Kenitra
id=02234; nom=Casque audio; categorie=Accessoires; prix=355 DH; stock=417; fournisseur=MaghrebTech; ville_stock=Agadir
id=02235; nom=Casque audio; categorie=Accessoires; prix=365 DH; stock=438; fournisseur=NordInfo; ville_stock=Casablanca
id=02236; nom=Ecran 24 pouces; categorie=Informatique; prix=1718 DH; stock=392; fournisseur=NordInfo; ville_stock=Casablanca
id=02237; nom=Ordinateur portable; categorie=Informatique; prix=9017 DH; stock=5; fournisseur=NordInfo; ville_stock=Marrakech
id=02238; nom=Disque SSD 1To; categorie=Stockage; prix=1126 DH; stock=53; fournisseur=MaghrebTech; ville_stock=Agadir
id=02239; nom=Tablette graphique; categorie=Informatique; prix=1626 DH; stock=402; fournisseur=TechMaroc; ville_stock=Laayoune
id=02240; nom=Clavier mecanique; categorie=Accessoires; prix=515 DH; stock=494; fournisseur=CasaDigital; ville_stock=Settat
id=02241; nom=Clavier mecanique; categorie=Accessoires; prix=513 DH; stock=275; fournisseur=AtlasCom; ville_stock=Tanger
id=02242; nom=Projecteur; categorie=Bureautique; prix=6277 DH; stock=311; fournisseur=RabatIT; ville_stock=Marrakech
id=02243; nom=Switch 24 ports; categorie=Reseau; prix=1968 DH; stock=1; fournisseur=TechMaroc; ville_stock=Settat
id=02244; nom=Webcam HD; categorie=Accessoires; prix=388 DH; stock=399; fournisseur=CasaDigital; ville_stock=Taza
id=02245; nom=Scanner; categorie=Bureautique; prix=1338 DH; stock=401; fournisseur=AtlasCom; ville_stock=Agadir
id=02246; nom=Disque SSD 1To; categorie=Stockage; prix=1187 DH; stock=72; fournisseur=AtlasCom; ville_stock=Errachidia
id=02247; nom=Serveur NAS; categorie=Stockage; prix=5830 DH; stock=401; fournisseur=RabatIT; ville_stock=Safi
id=02248; nom=Imprimante laser; categorie=Bureautique; prix=2017 DH; stock=44; fournisseur=MaghrebTech; ville_stock=Errachidia
id=02249; nom=Routeur WiFi; categorie=Reseau; prix=669 DH; stock=425; fournisseur=MaghrebTech; ville_stock=Safi
id=02250; nom=Tablette graphique; categorie=Informatique; prix=1336 DH; stock=103; fournisseur=RabatIT; ville_stock=Mohammedia
id=02251; nom=Projecteur; categorie=Bureautique; prix=5097 DH; stock=103; fournisseur=RabatIT; ville_stock=Settat
id=02252; nom=Ordinateur portable; categorie=Informatique; prix=6980 DH; stock=423; fournisseur=NordInfo; ville_stock=Meknes
id=02253; nom=Ecran 24 pouces; categorie=Informatique; prix=2224 DH; stock=432; fournisseur=RabatIT; ville_stock=Beni Mellal
id=02254; nom=Ordinateur portable; categorie=Informatique; prix=7643 DH; stock=114; fournisseur=NordInfo; ville_stock=El Jadida
id=02255; nom=Switch 24 ports; categorie=Reseau; prix=2444 DH; stock=93; fournisseur=AtlasCom; ville_stock=Oujda
id=02256; nom=Serveur NAS; categorie=Stockage; prix=5014 DH; stock=192; fournisseur=RabatIT; ville_stock=Tetouan
id=02257; nom=Clavier mecanique; categorie=Accessoires; prix=365 DH; stock=180; fournisseur=MaghrebTech; ville_stock=Kenitra
id=02258; nom=Clavier mecanique; categorie=Accessoires; prix=536 DH; stock=489; fournisseur=NordInfo; ville_stock=Casablanca
id=02259; nom=Disque SSD 1To; categorie=Stockage; prix=1337 DH; stock=307; fournisseur=MaghrebTech; ville_stock=Settat
id=02260; nom=Disque SSD 1To; categorie=Stockage; prix=1013 DH; stock=103; fournisseur=TechMaroc; ville_stock=Casablanca
id=02261; nom=Webcam HD; categorie=Accessoires; prix=515 DH; stock=142; fournisseur=AtlasCom; ville_stock=Taza
id=02262; nom=Switch 24 ports; categorie=Reseau; prix=1873 DH; stock=62; fournisseur=AtlasCom; ville_stock=Tetouan
id=02263; nom=Switch 24 ports; categorie=Reseau; prix=2384 DH; stock=4; fournisseur=CasaDigital; ville_stock=Settat
id=02264; nom=Tablette graphique; categorie=Informatique; prix=1872 DH; stock=302; fournisseur=RabatIT; ville_stock=Agadir
id=02265; nom=Serveur NAS; categorie=Stockage; prix=6301 DH; stock=301; fournisseur=RabatIT; ville_stock=Mohammedia
id=02266; nom=Onduleur; categorie=Bureautique; prix=1487 DH; stock=371; fournisseur=MaghrebTech; ville_stock=Settat
id=02267; nom=Onduleur; categorie=Bureautique; prix=1258 DH; stock=134; fournisseur=CasaDigital; ville_stock=Nador
id=02268; nom=Tablette graphique; categorie=Informatique; prix=1912 DH; stock=178; fournisseur=RabatIT; ville_stock=Beni Mellal
id=02269; nom=Casque audio; categorie=Accessoires; prix=426 DH; stock=386; fournisseur=NordInfo; ville_stock=Taza
id=02270; nom=Disque SSD 1To; categorie=Stockage; prix=1279 DH; stock=359; fournisseur=RabatIT; ville_stock=El Jadida
id=02271; nom=Casque audio; categorie=Accessoires; prix=300 DH; stock=391; fournisseur=NordInfo; ville_stock=Oujda
id=02272; nom=Tablette graphique; categorie=Informatique; prix=1346 DH; stock=163; fournisseur=MaghrebTech; ville_stock=Errachidia
id=02273; nom=Serveur NAS; categorie=Stockage; prix=5162 DH; stock=481; fournisseur=AtlasCom; ville_stock=Agadir
id=02274; nom=Routeur WiFi; categorie=Reseau; prix=854 DH; stock=208; fournisseur=RabatIT; ville_stock=Errachidia
id=02275; nom=Souris sans fil; categorie=Accessoires; prix=118 DH; stock=285; fournisseur=MaghrebTech; ville_stock=Nador
id=02276; nom=Clavier mecanique; categorie=Accessoires; prix=411 DH; stock=203; fournisseur=AtlasCom; ville_stock=Taza
id=02277; nom=Imprimante laser; categorie=Bureautique; prix=2209 DH; stock=174; fournisseur=TechMaroc; ville_stock=Laayoune
id=02278; nom=Tablette graphique; categorie=Informatique; prix=1610 DH; stock=49; fournisseur=NordInfo; ville_stock=El Jadida
id=02279; nom=Casque audio; categorie=Accessoires; prix=320 DH; stock=213; fournisseur=TechMaroc; ville_stock=Taza
id=02280; nom=Imprimante laser; categorie=Bureautique; prix=2212 DH; stock=472; fournisseur=CasaDigital; ville_stock=Oujda
id=02281; nom=Souris sans fil; categorie=Accessoires; prix=112 DH; stock=169; fournisseur=RabatIT; ville_stock=Errachidia
id=02282; nom=Clavier mecanique; categorie=Accessoires; prix=533 DH; stock=347; fournisseur=TechMaroc; ville_stock=Casablanca
id=02283; nom=Projecteur; categorie=Bureautique; prix=4248 DH; stock=411; fournisseur=AtlasCom; ville_stock=Safi
id=02284; nom=Souris sans fil; categorie=Accessoires; prix=105 DH; stock=410; fournisseur=RabatIT; ville_stock=Tanger
id=02285; nom=Onduleur; categorie=Bureautique; prix=1187 DH; stock=404; fournisseur=AtlasCom; ville_stock=Oujda
id=02286; nom=Disque SSD 1To; categorie=Stockage; prix=1347 DH; stock=0; fournisseur=AtlasCom; ville_stock=Casablanca
id=02287; nom=Ordinateur portable; categorie=Informatique; prix=7023 DH; stock=451; fournisseur=NordInfo; ville_stock=Agadir
id=02288; nom=Souris sans fil; categorie=Accessoires; prix=146 DH; stock=158; fournisseur=AtlasCom; ville_stock=Marrakech
id=02289; nom=Tablette graphique; categorie=Informatique; prix=1996 DH; stock=480; fournisseur=NordInfo; ville_stock=Errachidia
id=02290; nom=Webcam HD; categorie=Accessoires; prix=446 DH; stock=44; fournisseur=MaghrebTech; ville_stock=Nador
id=02291; nom=Switch 24 ports; categorie=Reseau; prix=1864 DH; stock=7; fournisseur=MaghrebTech; ville_stock=Laayoune
id=02292; nom=Casque audio; categorie=Accessoires; prix=298 DH; stock=243; fournisseur=TechMaroc; ville_stock=Taza
id=02293; nom=Onduleur; categorie=Bureautique; prix=1215 DH; stock=64; fournisseur=CasaDigital; ville_stock=Oujda
id=02294; nom=Ordinateur portable; categorie=Informatique; prix=7254 DH; stock=134; fournisseur=AtlasCom; ville_stock=Safi
id=02295; nom=Routeur WiFi; categorie=Reseau; prix=733 DH; stock=159; fournisseur=NordInfo; ville_stock=Laayoune
id=02296; nom=Serveur NAS; categorie=Stockage; prix=5405 DH; stock=3; fournisseur=CasaDigital; ville_stock=Laayoune
id=02297; nom=Routeur WiFi; categorie=Reseau; prix=728 DH; stock=92; fournisseur=CasaDigital; ville_stock=Meknes
id=02298; nom=Casque audio; categorie=Accessoires; prix=335 DH; stock=278; fournisseur=TechMaroc; ville_stock=Meknes
id=02299; nom=Projecteur; categorie=Bureautique; prix=4768 DH; stock=436; fournisseur=NordInfo; ville_stock=Meknes
id=02300; nom=Casque audio; categorie=Accessoires; prix=288 DH; stock=183; fournisseur=MaghrebTech; ville_stock=Mohammedia
id=02301; nom=Souris sans fil; categorie=Accessoires; prix=122 DH; stock=388; fournisseur=RabatIT; ville_stock=Meknes
id=02302; nom=Souris sans fil; categorie=Accessoires; prix=133 DH; stock=484; fournisseur=NordInfo; ville_stock=Meknes
id=02303; nom=Switch 24 ports; categorie=Reseau; prix=2157 DH; stock=34; fournisseur=CasaDigital; ville_stock=Errachidia
id=02304; nom=Tablette graphique; categorie=Informatique; prix=1448 DH; stock=1; fournisseur=NordInfo; ville_stock=Mohammedia
id=02305; nom=Routeur WiFi; categorie=Reseau; prix=925 DH; stock=386; fournisseur=CasaDigital; ville_stock=Errachidia
id=02306; nom=Tablette graphique; categorie=Informatique; prix=1441 DH; stock=471; fournisseur=NordInfo; ville_stock=Tetouan
id=02307; nom=Routeur WiFi; categorie=Reseau; prix=740 DH; stock=470; fournisseur=NordInfo; ville_stock=Meknes
id=02308; nom=Onduleur; categorie=Bureautique; prix=1767 DH; stock=199; fournisseur=AtlasCom; ville_stock=Rabat
id=02309; nom=Imprimante laser; categorie=Bureautique; prix=2521 DH; stock=60; fournisseur=RabatIT; ville_stock=Beni Mellal
id=02310; nom=Ordinateur portable; categorie=Informatique; prix=10437 DH; stock=16; fournisseur=MaghrebTech; ville_stock=Safi
id=02311; nom=Routeur WiFi; categorie=Reseau; prix=648 DH; stock=481; fournisseur=MaghrebTech; ville_stock=Fes
id=02312; nom=Clavier mecanique; categorie=Accessoires; prix=452 DH; stock=403; fournisseur=MaghrebTech; ville_stock=Mohammedia
id=02313; nom=Onduleur; categorie=Bureautique; prix=1611 DH; stock=485; fournisseur=AtlasCom; ville_stock=Tanger
id=02314; nom=Imprimante laser; categorie=Bureautique; prix=2778 DH; stock=465; fournisseur=CasaDigital; ville_stock=Tetouan
id=02315; nom=Serveur NAS; categorie=Stockage; prix=6723 DH; stock=347; fournisseur=NordInfo; ville_stock=Kenitra
id=02316; nom=Disque SSD 1To; categorie=Stockage; prix=1101 DH; stock=80; fournisseur=RabatIT; ville_stock=Kenitra
id=02317; nom=Projecteur; categorie=Bureautique; prix=4211 DH; stock=377; fournisseur=CasaDigital; ville_stock=Casablanca
id=02318; nom=Projecteur; categorie=Bureautique; prix=4282 DH; stock=253; fournisseur=NordInfo; ville_stock=Casablanca
id=02319; nom=Onduleur; categorie=Bureautique; prix=1199 DH; stock=284; fournisseur=NordInfo; ville_stock=Kenitra
id=02320; nom=Ordinateur portable; categorie=Informatique; prix=7903 DH; stock=421; fournisseur=RabatIT; ville_stock=Kenitra
id=02321; nom=Clavier mecanique; categorie=Accessoires; prix=402 DH; stock=342; fournisseur=NordInfo; ville_stock=Marrakech
id=02322; nom=Imprimante laser; categorie=Bureautique; prix=2503 DH; stock=398; fournisseur=CasaDigital; ville_stock=Laayoune
id=02323; nom=Disque SSD 1To; categorie=Stockage; prix=951 DH; stock=407; fournisseur=TechMaroc; ville_stock=Errachidia
id=02324; nom=Clavier mecanique; categorie=Accessoires; prix=377 DH; stock=444; fournisseur=NordInfo; ville_stock=Casablanca
id=02325; nom=Tablette graphique; categorie=Informatique; prix=1489 DH; stock=314; fournisseur=NordInfo; ville_stock=Agadir
id=02326; nom=Ecran 24 pouces; categorie=Informatique; prix=2236 DH; stock=176; fournisseur=NordInfo; ville_stock=Meknes
id=02327; nom=Souris sans fil; categorie=Accessoires; prix=124 DH; stock=55; fournisseur=RabatIT; ville_stock=Agadir
id=02328; nom=Tablette graphique; categorie=Informatique; prix=1674 DH; stock=260; fournisseur=TechMaroc; ville_stock=Casablanca
id=02329; nom=Ecran 24 pouces; categorie=Informatique; prix=2091 DH; stock=310; fournisseur=AtlasCom; ville_stock=Marrakech
id=02330; nom=Routeur WiFi; categorie=Reseau; prix=899 DH; stock=193; fournisseur=TechMaroc; ville_stock=Tetouan
id=02331; nom=Switch 24 ports; categorie=Reseau; prix=1769 DH; stock=439; fournisseur=CasaDigital; ville_stock=Agadir
id=02332; nom=Souris sans fil; categorie=Accessoires; prix=116 DH; stock=112; fournisseur=AtlasCom; ville_stock=El Jadida
id=02333; nom=Onduleur; categorie=Bureautique; prix=1779 DH; stock=357; fournisseur=MaghrebTech; ville_stock=Oujda
id=02334; nom=Casque audio; categorie=Accessoires; prix=383 DH; stock=337; fournisseur=TechMaroc; ville_stock=Tanger
id=02335; nom=Casque audio; categorie=Accessoires; prix=412 DH; stock=151; fournisseur=MaghrebTech; ville_stock=Kenitra
id=02336; nom=Imprimante laser; categorie=Bureautique; prix=2214 DH; stock=140; fournisseur=AtlasCom; ville_stock=Tanger
id=02337; nom=Serveur NAS; categorie=Stockage; prix=5717 DH; stock=56; fournisseur=MaghrebTech; ville_stock=Taza
id=02338; nom=Ordinateur portable; categorie=Informatique; prix=9536 DH; stock=167; fournisseur=AtlasCom; ville_stock=Mohammedia
id=02339; nom=Scanner; categorie=Bureautique; prix=1143 DH; stock=33; fournisseur=TechMaroc; ville_stock=El Jadida
id=02340; nom=Ordinateur portable; categorie=Informatique; prix=7782 DH; stock=366; fournisseur=MaghrebTech; ville_stock=Marrakech
id=02341; nom=Onduleur; categorie=Bureautique; prix=1192 DH; stock=55; fournisseur=CasaDigital; ville_stock=Agadir
id=02342; nom=Clavier mecanique; categorie=Accessoires; prix=419 DH; stock=34; fournisseur=AtlasCom; ville_stock=Errachidia
id=02343; nom=Tablette graphique; categorie=Informatique; prix=1976 DH; stock=480; fournisseur=RabatIT; ville_stock=Tetouan
id=02344; nom=Routeur WiFi; categorie=Reseau; prix=705 DH; stock=405; fournisseur=RabatIT; ville_stock=Fes
id=02345; nom=Switch 24 ports; categorie=Reseau; prix=2319 DH; stock=311; fournisseur=CasaDigital; ville_stock=Taza
id=02346; nom=Serveur NAS; categorie=Stockage; prix=5948 DH; stock=416; fournisseur=CasaDigital; ville_stock=Mohammedia
id=02347; nom=Disque SSD 1To; categorie=Stockage; prix=1188 DH; stock=420; fournisseur=MaghrebTech; ville_stock=Tetouan
id=02348; nom=Casque audio; categorie=Accessoires; prix=413 DH; stock=122; fournisseur=MaghrebTech; ville_stock=Marrakech
id=02349; nom=Imprimante laser; categorie=Bureautique; prix=1919 DH; stock=132; fournisseur=AtlasCom; ville_stock=Tetouan
id=02350; nom=Switch 24 ports; categorie=Reseau; prix=2201 DH; stock=74; fournisseur=RabatIT; ville_stock=El Jadida
id=02351; nom=Webcam HD; categorie=Accessoires; prix=396 DH; stock=204; fournisseur=AtlasCom; ville_stock=Agadir
id=02352; nom=Routeur WiFi; categorie=Reseau; prix=727 DH; stock=440; fournisseur=NordInfo; ville_stock=Casablanca
id=02353; nom=Projecteur; categorie=Bureautique; prix=4348 DH; stock=123; fournisseur=MaghrebTech; ville_stock=Laayoune
id=02354; nom=Scanner; categorie=Bureautique; prix=1341 DH; stock=272; fournisseur=AtlasCom; ville_stock=Oujda
id=02355; nom=Scanner; categorie=Bureautique; prix=1511 DH; stock=26; fournisseur=MaghrebTech; ville_stock=Fes
id=02356; nom=Disque SSD 1To; categorie=Stockage; prix=1338 DH; stock=477; fournisseur=CasaDigital; ville_stock=Taza
id=02357; nom=Switch 24 ports; categorie=Reseau; prix=1813 DH; stock=289; fournisseur=AtlasCom; ville_stock=Oujda
id=02358; nom=Routeur WiFi; categorie=Reseau; prix=663 DH; stock=338; fournisseur=CasaDigital; ville_stock=Fes
id=02359; nom=Projecteur; categorie=Bureautique; prix=4490 DH; stock=70; fournisseur=RabatIT; ville_stock=Laayoune
id=02360; nom=Scanner; categorie=Bureautique; prix=1310 DH; stock=413; fournisseur=MaghrebTech; ville_stock=Tanger
id=02361; nom=Projecteur; categorie=Bureautique; prix=5370 DH; stock=205; fournisseur=RabatIT; ville_stock=Errachidia
id=02362; nom=Scanner; categorie=Bureautique; prix=1538 DH; stock=315; fournisseur=RabatIT; ville_stock=Settat
id=02363; nom=Projecteur; categorie=Bureautique; prix=4192 DH; stock=46; fournisseur=RabatIT; ville_stock=Laayoune
id=02364; nom=Clavier mecanique; categorie=Accessoires; prix=538 DH; stock=138; fournisseur=MaghrebTech; ville_stock=Tanger
id=02365; nom=Disque SSD 1To; categorie=Stockage; prix=1045 DH; stock=29; fournisseur=RabatIT; ville_stock=Beni Mellal
id=02366; nom=Casque audio; categorie=Accessoires; prix=368 DH; stock=25; fournisseur=MaghrebTech; ville_stock=Laayoune
id=02367; nom=Scanner; categorie=Bureautique; prix=1602 DH; stock=79; fournisseur=MaghrebTech; ville_stock=Nador
id=02368; nom=Casque audio; categorie=Accessoires; prix=282 DH; stock=51; fournisseur=CasaDigital; ville_stock=Tanger
id=02369; nom=Onduleur; categorie=Bureautique; prix=1407 DH; stock=300; fournisseur=AtlasCom; ville_stock=Taza
id=02370; nom=Disque SSD 1To; categorie=Stockage; prix=1129 DH; stock=215; fournisseur=CasaDigital; ville_stock=El Jadida
id=02371; nom=Tablette graphique; categorie=Informatique; prix=1791 DH; stock=471; fournisseur=AtlasCom; ville_stock=Agadir
id=02372; nom=Souris sans fil; categorie=Accessoires; prix=129 DH; stock=402; fournisseur=TechMaroc; ville_stock=Oujda
id=02373; nom=Webcam HD; categorie=Accessoires; prix=475 DH; stock=451; fournisseur=NordInfo; ville_stock=Fes
id=02374; nom=Casque audio; categorie=Accessoires; prix=412 DH; stock=391; fournisseur=CasaDigital; ville_stock=Rabat
